Nro;AgrupaProducto;cod_AgrupaProducto;fecha_venta;Dia;NumeroMes;Mes;Anio;Suma_cantidad;Edad;Sexo;Hombre;Mujer;cod_Evento_Especial;Evento_Especial;Evento_Carnavales;Evento_Dia_LaPaz;Evento_Dia_Madre;Evento_Fiesta_Patria;Evento_Laboral;Evento_Navidad;Evento_Todos_Santos;Promedio_3_meses;Promedio_6_meses;Promedio_12_meses;Estacionalidad;Tendencia
7147;ABARROTES VARIOS;1;15/5/2023;15;17;5;2023;11;45;1;1;0;3;1;0;0;1;0;0;0;0;18,66666667;18,66666667;16,75;65,67164179;17,52021253
7158;ABARROTES VARIOS;1;16/5/2023;16;17;5;2023;18;20;2;0;1;3;1;0;0;1;0;0;0;0;16,66666667;18,83333333;17;105,8823529;17,61617003
7169;ABARROTES VARIOS;1;17/5/2023;17;17;5;2023;23;42;1;1;0;3;1;0;0;1;0;0;0;0;17,33333333;19,16666667;17,75;129,5774648;18,69293602
7202;ABARROTES VARIOS;1;19/5/2023;19;17;5;2023;19;26;2;0;1;3;1;0;0;1;0;0;0;0;17,66666667;17,16666667;19,5;97,43589744;17,52347905
7210;ABARROTES VARIOS;1;19/5/2023;19;17;5;2023;11;22;1;1;0;3;1;0;0;1;0;0;0;0;17,33333333;18;18,58333333;59,19282511;17,15434882
7235;ABARROTES VARIOS;1;21/5/2023;21;17;5;2023;26;27;1;1;0;3;1;0;0;1;0;0;0;0;18,66666667;18;19,5;133,3333333;19,21878324
7249;ABARROTES VARIOS;1;22/5/2023;22;17;5;2023;19;26;2;0;1;3;1;0;0;1;0;0;0;0;21,33333333;19,33333333;19;100;19,17502659
7253;ABARROTES VARIOS;1;22/5/2023;22;17;5;2023;11;23;1;1;0;3;1;0;0;1;0;0;0;0;18,66666667;18,16666667;18,5;59,45945946;17,54002128
7263;ABARROTES VARIOS;1;23/5/2023;23;17;5;2023;26;21;2;0;1;3;1;0;0;1;0;0;0;0;16;18,66666667;18,33333333;141,8181818;18,18561362
7268;ABARROTES VARIOS;1;23/5/2023;23;17;5;2023;11;28;2;0;1;3;1;0;0;1;0;0;0;0;13,66666667;16,16666667;17,66666667;62,26415094;16,23201702
7279;ABARROTES VARIOS;1;24/5/2023;24;17;5;2023;29;22;2;0;1;3;1;0;0;1;0;0;0;0;22;20,33333333;18,75;154,6666667;20,34849089
7295;ABARROTES VARIOS;1;25/5/2023;25;17;5;2023;28;27;1;1;0;3;1;0;0;1;0;0;0;0;27,66666667;20,66666667;19,33333333;144,8275862;21,87879271
7331;ABARROTES VARIOS;1;27/5/2023;27;17;5;2023;11;22;2;0;1;3;1;0;0;1;0;0;0;0;16,66666667;19,33333333;18,75;58,66666667;17,96242734
7332;ABARROTES VARIOS;1;27/5/2023;27;17;5;2023;11;42;1;1;0;3;1;0;0;1;0;0;0;0;22,66666667;19,33333333;19,33333333;56,89655172;19,70303417
7374;ABARROTES VARIOS;1;30/5/2023;30;17;5;2023;20;28;2;0;1;3;1;0;0;1;0;0;0;0;14;20,83333333;18,5;108,1081081;18,36994187
7446;ABARROTES VARIOS;1;1/6/2023;1;18;6;2023;24;26;2;0;1;0;0;0;0;0;0;1;0;0;18,33333333;20,5;19,58333333;123,6051502;18,47858737
7450;ABARROTES VARIOS;1;1/6/2023;1;18;6;2023;13;49;2;0;1;0;0;0;0;0;0;1;0;0;19;17,83333333;19,08333333;66,66666667;17,3828699
7473;ABARROTES VARIOS;1;2/6/2023;2;18;6;2023;3;42;1;1;0;0;0;0;0;0;0;1;0;0;13,33333333;13,66666667;17,16666667;16,82242991;14,50629592
7490;ABARROTES VARIOS;1;3/6/2023;3;18;6;2023;1;45;2;0;1;0;0;0;0;0;0;1;0;0;5,666666667;12;15,66666667;6,486486486;11,80503673
7492;ABARROTES VARIOS;1;4/6/2023;4;18;6;2023;26;41;1;1;0;0;0;0;0;0;0;1;0;0;10;14,5;16,91666667;165,0793651;14,64402939
7493;ABARROTES VARIOS;1;4/6/2023;4;18;6;2023;23;38;2;0;1;0;0;0;0;0;0;1;0;0;16,66666667;15;17,91666667;145,2631579;16,31522351
7509;ABARROTES VARIOS;1;5/6/2023;5;18;6;2023;26;26;2;0;1;0;0;0;0;0;0;1;0;0;25;15,33333333;17,91666667;156,7839196;18,25217881
7531;ABARROTES VARIOS;1;6/6/2023;6;18;6;2023;11;22;1;1;0;0;0;0;0;0;0;1;0;0;20;15;16,41666667;70,21276596;16,80174305
7547;ABARROTES VARIOS;1;7/6/2023;7;18;6;2023;11;50;2;0;1;0;0;0;0;0;0;1;0;0;16;16,33333333;15;75,42857143;15,64139444
7562;ABARROTES VARIOS;1;8/6/2023;8;18;6;2023;22;21;2;0;1;0;0;0;0;0;0;1;0;0;14,66666667;19,83333333;15,91666667;141,9354839;16,91311555
7574;ABARROTES VARIOS;1;9/6/2023;9;18;6;2023;23;26;2;0;1;0;0;0;0;0;0;1;0;0;18,66666667;19,33333333;16,91666667;143,0051813;18,13049244
7590;ABARROTES VARIOS;1;10/6/2023;10;18;6;2023;14;32;1;1;0;0;0;0;0;0;0;1;0;0;19,66666667;17,83333333;16,41666667;85,27918782;17,30439395
7610;ABARROTES VARIOS;1;11/6/2023;11;18;6;2023;9;27;2;0;1;0;0;0;0;0;0;1;0;0;15,33333333;15;15,16666667;59,34065934;15,64351516
7620;ABARROTES VARIOS;1;12/6/2023;12;18;6;2023;18;38;2;0;1;0;0;0;0;0;0;1;0;0;13,66666667;16,16666667;15,58333333;115,5080214;16,11481213
7632;ABARROTES VARIOS;1;13/6/2023;13;18;6;2023;20;19;2;0;1;0;0;0;0;0;0;1;0;0;15,66666667;17,66666667;17;117,6470588;16,8918497
7651;ABARROTES VARIOS;1;14/6/2023;14;18;6;2023;17;25;2;0;1;0;0;0;0;0;0;1;0;0;18,33333333;16,83333333;18,33333333;92,72727273;16,91347976
7677;ABARROTES VARIOS;1;15/6/2023;15;18;6;2023;4;16;2;0;1;0;0;0;0;0;0;1;0;0;13,66666667;13,66666667;16,5;24,24242424;14,33078381
7680;ABARROTES VARIOS;1;16/6/2023;16;18;6;2023;21;38;1;1;0;0;0;0;0;0;0;1;0;0;14;14,83333333;16,33333333;128,5714286;15,66462705
7700;ABARROTES VARIOS;1;17/6/2023;17;18;6;2023;12;31;1;1;0;0;0;0;0;0;0;1;0;0;12,33333333;15,33333333;15,16666667;79,12087912;14,93170164
7722;ABARROTES VARIOS;1;18/6/2023;18;18;6;2023;4;34;1;1;0;0;0;0;0;0;0;1;0;0;12,33333333;13;14,58333333;27,42857143;12,74536131
7731;ABARROTES VARIOS;1;19/6/2023;19;18;6;2023;20;37;2;0;1;0;0;0;0;0;0;1;0;0;12;13;15,33333333;130,4347826;14,19628905
7746;ABARROTES VARIOS;1;20/6/2023;20;18;6;2023;25;18;2;0;1;0;0;0;0;0;0;1;0;0;16,33333333;14,33333333;15,58333333;160,4278075;16,35703124
7764;ABARROTES VARIOS;1;21/6/2023;21;18;6;2023;20;46;1;1;0;0;0;0;0;0;0;1;0;0;21,66666667;17;15,33333333;130,4347826;17,08562499
7777;ABARROTES VARIOS;1;22/6/2023;22;18;6;2023;22;19;1;1;0;0;0;0;0;0;0;1;0;0;22,33333333;17,16666667;16;137,5;18,06849999
7793;ABARROTES VARIOS;1;23/6/2023;23;18;6;2023;28;49;1;1;0;0;0;0;0;0;0;1;0;0;23,33333333;19,83333333;17,58333333;159,2417062;20,05479999
7808;ABARROTES VARIOS;1;24/6/2023;24;18;6;2023;27;46;2;0;1;0;0;0;0;0;0;1;0;0;25,66666667;23,66666667;18,33333333;147,2727273;21,44384
7831;ABARROTES VARIOS;1;25/6/2023;25;18;6;2023;9;17;2;0;1;0;0;0;0;0;0;1;0;0;21,33333333;21,83333333;17,41666667;51,67464115;18,955072
7839;ABARROTES VARIOS;1;26/6/2023;26;18;6;2023;20;26;2;0;1;0;0;0;0;0;0;1;0;0;18,66666667;21;17,66666667;113,2075472;19,1640576
7866;ABARROTES VARIOS;1;27/6/2023;27;18;6;2023;3;26;2;0;1;0;0;0;0;0;0;1;0;0;10,66666667;18,16666667;17,58333333;17,06161137;15,93124608
7869;ABARROTES VARIOS;1;28/6/2023;28;18;6;2023;23;50;2;0;1;0;0;0;0;0;0;1;0;0;15,33333333;18,33333333;17,75;129,5774648;17,34499686
7885;ABARROTES VARIOS;1;29/6/2023;29;18;6;2023;28;38;1;1;0;0;0;0;0;0;0;1;0;0;24,66666667;17,66666667;20,66666667;135,483871;20,38079799
7888;ABARROTES VARIOS;1;29/6/2023;29;18;6;2023;23;18;2;0;1;0;0;0;0;0;0;1;0;0;16,33333333;17,5;18,66666667;123,2142857;18,47599749
7917;ABARROTES VARIOS;1;30/6/2023;30;18;6;2023;26;49;1;1;0;0;0;0;0;0;0;1;0;0;25,66666667;20,5;21,16666667;122,8346457;21,50463839
7921;ABARROTES VARIOS;1;30/6/2023;30;18;6;2023;18;28;2;0;1;0;0;0;0;0;0;1;0;0;24;20,16666667;20,58333333;87,44939271;20,80371071
8005;ABARROTES VARIOS;1;1/7/2023;1;19;7;2023;30;48;2;0;1;2;1;0;1;0;0;0;0;0;23,66666667;24,66666667;21,5;130,9090909;23,15539375
8007;ABARROTES VARIOS;1;1/7/2023;1;19;7;2023;23;50;1;1;0;2;1;0;1;0;0;0;0;0;22,33333333;23,5;20,83333333;101,8450185;21,44424219
8024;ABARROTES VARIOS;1;2/7/2023;2;19;7;2023;19;31;1;1;0;2;1;0;1;0;0;0;0;0;24;24;20,75;85,07462687;22,324315
8043;ABARROTES VARIOS;1;3/7/2023;3;19;7;2023;11;36;1;1;0;2;1;0;1;0;0;0;0;0;20;21,16666667;19,41666667;51,96850394;20,059452
8053;ABARROTES VARIOS;1;4/7/2023;4;19;7;2023;29;21;1;1;0;2;1;0;1;0;0;0;0;0;17,33333333;20,66666667;20,41666667;132,3193916;20,55804928
8059;ABARROTES VARIOS;1;4/7/2023;4;19;7;2023;12;35;2;0;1;2;1;0;1;0;0;0;0;0;14;18,83333333;19,66666667;57,8313253;18,4475616
8074;ABARROTES VARIOS;1;5/7/2023;5;19;7;2023;12;42;2;0;1;2;1;0;1;0;0;0;0;0;17,66666667;18,83333333;21,16666667;58,29959514;18,84643942
8085;ABARROTES VARIOS;1;6/7/2023;6;19;7;2023;22;41;2;0;1;2;1;0;1;0;0;0;0;0;21;17,5;21,08333333;109,5435685;19,47715154
8106;ABARROTES VARIOS;1;7/7/2023;7;19;7;2023;13;28;2;0;1;2;1;0;1;0;0;0;0;0;15,66666667;16,5;20,25;68,12227074;18,18172123
8121;ABARROTES VARIOS;1;8/7/2023;8;19;7;2023;21;45;2;0;1;2;1;0;1;0;0;0;0;0;18,66666667;18,16666667;19,66666667;112;18,74537698
8133;ABARROTES VARIOS;1;9/7/2023;9;19;7;2023;21;31;2;0;1;2;1;0;1;0;0;0;0;0;18,33333333;19,66666667;19,25;111,0132159;19,19630159
8149;ABARROTES VARIOS;1;10/7/2023;10;19;7;2023;19;25;1;1;0;2;1;0;1;0;0;0;0;0;20,33333333;18;19,33333333;98,27586207;19,15704127
8162;ABARROTES VARIOS;1;11/7/2023;11;19;7;2023;27;18;2;0;1;2;1;0;1;0;0;0;0;0;22,33333333;20,5;19,66666667;137,2881356;20,72563302
8179;ABARROTES VARIOS;1;12/7/2023;12;19;7;2023;26;37;2;0;1;2;1;0;1;0;0;0;0;0;24;21,16666667;19,33333333;134,4827586;21,78050641
8196;ABARROTES VARIOS;1;13/7/2023;13;19;7;2023;20;24;2;0;1;2;1;0;1;0;0;0;0;0;24,33333333;22,33333333;19,41666667;103,0042918;21,42440513
8212;ABARROTES VARIOS;1;14/7/2023;14;19;7;2023;26;28;1;1;0;2;1;0;1;0;0;0;0;0;24;23,16666667;20,66666667;125,8064516;22,3395241
8227;ABARROTES VARIOS;1;15/7/2023;15;19;7;2023;26;49;2;0;1;2;1;0;1;0;0;0;0;0;24;24;21,83333333;119,0839695;23,07161928
8254;ABARROTES VARIOS;1;16/7/2023;16;19;7;2023;4;16;1;1;0;2;1;0;1;0;0;0;0;0;18,66666667;21,5;19,75;20,25316456;19,25729543
8261;ABARROTES VARIOS;1;17/7/2023;17;19;7;2023;9;47;2;0;1;2;1;0;1;0;0;0;0;0;13;18,5;19,5;46,15384615;17,20583634
8272;ABARROTES VARIOS;1;18/7/2023;18;19;7;2023;29;20;2;0;1;2;1;0;1;0;0;0;0;0;14;19;20,08333333;144,3983402;19,56466907
8290;ABARROTES VARIOS;1;19/7/2023;19;19;7;2023;28;33;1;1;0;2;1;0;1;0;0;0;0;0;22;20,33333333;21,33333333;131,25;21,25173526
8308;ABARROTES VARIOS;1;20/7/2023;20;19;7;2023;22;41;2;0;1;2;1;0;1;0;0;0;0;0;26,33333333;19,66666667;21,41666667;102,7237354;21,40138821
8324;ABARROTES VARIOS;1;21/7/2023;21;19;7;2023;18;20;2;0;1;2;1;0;1;0;0;0;0;0;22,66666667;18,33333333;21,16666667;85,03937008;20,72111057
8349;ABARROTES VARIOS;1;22/7/2023;22;19;7;2023;6;40;1;1;0;2;1;0;1;0;0;0;0;0;15,33333333;18,66666667;20,08333333;29,87551867;17,77688845
8354;ABARROTES VARIOS;1;23/7/2023;23;19;7;2023;25;34;1;1;0;2;1;0;1;0;0;0;0;0;16,33333333;21,33333333;19,91666667;125,5230126;19,22151076
8374;ABARROTES VARIOS;1;24/7/2023;24;19;7;2023;17;35;1;1;0;2;1;0;1;0;0;0;0;0;16;19,33333333;19,16666667;88,69565217;18,77720861
8388;ABARROTES VARIOS;1;25/7/2023;25;19;7;2023;14;23;2;0;1;2;1;0;1;0;0;0;0;0;18,66666667;17;18,66666667;75;17,82176689
8400;ABARROTES VARIOS;1;26/7/2023;26;19;7;2023;25;37;2;0;1;2;1;0;1;0;0;0;0;0;18,66666667;17,5;18,58333333;134,529148;19,25741351
8416;ABARROTES VARIOS;1;27/7/2023;27;19;7;2023;23;49;1;1;0;2;1;0;1;0;0;0;0;0;20,66666667;18,33333333;18,33333333;125,4545455;20,00593081
8437;ABARROTES VARIOS;1;28/7/2023;28;19;7;2023;10;39;1;1;0;2;1;0;1;0;0;0;0;0;19,33333333;19;18,83333333;53,09734513;18,00474465
8447;ABARROTES VARIOS;1;29/7/2023;29;19;7;2023;27;48;1;1;0;2;1;0;1;0;0;0;0;0;20;19,33333333;20,33333333;132,7868852;19,80379572
8463;ABARROTES VARIOS;1;30/7/2023;30;19;7;2023;25;23;2;0;1;2;1;0;1;0;0;0;0;0;20,66666667;20,66666667;20;125;20,84303657
265;AZUCAR;8;16/1/2022;16;1;1;2022;6;41;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;20,99125364;21,98174128
266;AZUCAR;8;16/1/2022;16;1;1;2022;6;41;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;21,36498516;18,78539303
267;AZUCAR;8;17/1/2022;17;1;1;2022;6;43;1;1;0;0;0;0;0;0;0;1;0;0;6;0;0;26,56826568;16,22831442
268;AZUCAR;8;17/1/2022;17;1;1;2022;6;43;2;0;1;0;0;0;0;0;0;1;0;0;6;0;0;26,27737226;14,18265154
269;AZUCAR;8;18/1/2022;18;1;1;2022;6;38;1;1;0;0;0;0;0;0;0;1;0;0;6;6;0;42,85714286;11,23689698
270;AZUCAR;8;18/1/2022;18;1;1;2022;6;38;1;1;0;0;0;0;0;0;0;1;0;0;6;0;0;32,43243243;12,54612123
271;AZUCAR;8;19/1/2022;19;1;1;2022;6;62;1;1;0;0;0;0;0;0;0;1;0;0;6;6;0;45,28301887;10,18951759
272;AZUCAR;8;19/1/2022;19;1;1;2022;6;62;2;0;1;0;0;0;0;0;0;1;0;0;6;6;0;51,42857143;9,35161407
263;AZUCAR;8;20/1/2022;20;1;1;2022;7;26;1;1;0;0;0;0;0;0;0;1;0;0;6,333333333;6,166666667;0;77,77777778;8,881291256
264;AZUCAR;8;20/1/2022;20;1;1;2022;7;26;2;0;1;0;0;0;0;0;0;1;0;0;6,666666667;6,333333333;0;85,71428571;8,505033005
273;AZUCAR;8;21/1/2022;21;1;1;2022;6;56;1;1;0;0;0;0;0;0;0;1;0;0;6,666666667;6,333333333;0;76,59574468;8,004026404
274;AZUCAR;8;21/1/2022;21;1;1;2022;6;56;1;1;0;0;0;0;0;0;0;1;0;0;6,333333333;6,333333333;6,166666667;97,2972973;7,603221123
293;AZUCAR;8;22/1/2022;22;1;1;2022;3;40;1;1;0;0;0;0;0;0;0;1;0;0;5;5,833333333;5,916666667;50,70422535;6,682576898
294;AZUCAR;8;22/1/2022;22;1;1;2022;3;40;2;0;1;0;0;0;0;0;0;1;0;0;4;5,333333333;5,666666667;52,94117647;5,946061519
297;AZUCAR;8;23/1/2022;23;1;1;2022;3;57;2;0;1;0;0;0;0;0;0;1;0;0;3;4,666666667;5,416666667;55,38461538;5,356849215
298;AZUCAR;8;23/1/2022;23;1;1;2022;3;57;2;0;1;0;0;0;0;0;0;1;0;0;3;4;5,166666667;58,06451613;4,885479372
275;AZUCAR;8;24/1/2022;24;1;1;2022;6;33;2;0;1;0;0;0;0;0;0;1;0;0;4;4;5,166666667;116,1290323;5,108383498
286;AZUCAR;8;25/1/2022;25;1;1;2022;4;22;2;0;1;0;0;0;0;0;0;1;0;0;4,666666667;3,833333333;4,833333333;82,75862069;4,709365438
287;AZUCAR;8;25/1/2022;25;1;1;2022;4;22;2;0;1;0;0;0;0;0;0;1;0;0;4,333333333;3,666666667;5;80;4,886706798
288;AZUCAR;8;26/1/2022;26;1;1;2022;4;29;2;0;1;0;0;0;0;0;0;1;0;0;4;4,166666667;4,416666667;90,56603774;4,453993881
289;AZUCAR;8;26/1/2022;26;1;1;2022;4;29;2;0;1;0;0;0;0;0;0;1;0;0;4;4;4,666666667;85,71428571;4,567492351
276;AZUCAR;8;27/1/2022;27;1;1;2022;6;44;2;0;1;0;0;0;0;0;0;1;0;0;4,666666667;4,666666667;4,333333333;138,4615385;4,763195104
277;AZUCAR;8;27/1/2022;27;1;1;2022;6;44;1;1;0;0;0;0;0;0;0;1;0;0;5,333333333;4,666666667;4,333333333;138,4615385;5,010556084
303;AZUCAR;8;28/1/2022;28;1;1;2022;3;29;1;1;0;0;0;0;0;0;0;1;0;0;5;4,5;4,083333333;73,46938776;4,608444867
304;AZUCAR;8;28/1/2022;28;1;1;2022;3;29;1;1;0;0;0;0;0;0;0;1;0;0;4;4,333333333;4,083333333;73,46938776;4,286755893
282;AZUCAR;8;29/1/2022;29;1;1;2022;5;44;1;1;0;0;0;0;0;0;0;1;0;0;4,333333333;4,666666667;4,416666667;113,2075472;4,543523772
283;AZUCAR;8;29/1/2022;29;1;1;2022;5;44;1;1;0;0;0;0;0;0;0;1;0;0;3,666666667;4,5;4,25;117,6470588;4,429404715
278;AZUCAR;8;30/1/2022;30;1;1;2022;6;30;2;0;1;0;0;0;0;0;0;1;0;0;5,666666667;4,666666667;4,666666667;128,5714286;5,067855214
279;AZUCAR;8;30/1/2022;30;1;1;2022;6;30;2;0;1;0;0;0;0;0;0;1;0;0;5,333333333;4,666666667;4,666666667;128,5714286;4,834819017
708;AZUCAR;8;1/2/2022;1;2;2;2022;5;46;2;0;1;1;1;1;0;0;0;0;0;0;5,333333333;5,333333333;4,833333333;18,07228916;23,35490727
709;AZUCAR;8;1/2/2022;1;2;2;2022;5;46;1;1;0;1;1;1;0;0;0;0;0;0;5,666666667;5;4,75;17,64705882;27,94363409
746;AZUCAR;8;2/2/2022;2;2;2;2022;1;18;2;0;1;1;1;1;0;0;0;0;0;0;3,666666667;4,666666667;4,583333333;3,625377644;18,88392582
747;AZUCAR;8;2/2/2022;2;2;2;2022;1;18;1;1;0;1;1;1;0;0;0;0;0;0;2,333333333;4;4,333333333;3,833865815;15,30714065
734;AZUCAR;8;4/2/2022;4;2;2;2022;2;56;1;1;0;1;1;1;0;0;0;0;0;0;1,333333333;3,333333333;4;7,920792079;12,64571252
722;AZUCAR;8;5/2/2022;5;2;2;2022;3;31;1;1;0;1;1;1;0;0;0;0;0;0;2;2,833333333;3,75;13,33333333;10,71657002
710;AZUCAR;8;6/2/2022;6;2;2;2022;5;40;1;1;0;1;1;1;0;0;0;0;0;0;3,333333333;2,833333333;3,916666667;27,90697674;9,573256014
711;AZUCAR;8;6/2/2022;6;2;2;2022;5;40;1;1;0;1;1;1;0;0;0;0;0;0;4,333333333;2,833333333;4,083333333;34,09090909;8,658604811
713;AZUCAR;8;7/2/2022;7;2;2;2022;4;42;2;0;1;1;1;1;0;0;0;0;0;0;4,333333333;3,833333333;3,916666667;46,15384615;6,981507079
714;AZUCAR;8;7/2/2022;7;2;2;2022;4;42;1;1;0;1;1;1;0;0;0;0;0;0;4,666666667;3,333333333;4;44,85981308;7,726883849
723;AZUCAR;8;8/2/2022;8;2;2;2022;3;44;1;1;0;1;1;1;0;0;0;0;0;0;3,666666667;4;3,666666667;59,01639344;6,185205663
724;AZUCAR;8;9/2/2022;9;2;2;2022;3;23;2;0;1;1;1;1;0;0;0;0;0;0;3;3,666666667;3,25;92,30769231;5,038531625
725;AZUCAR;8;9/2/2022;9;2;2;2022;3;23;2;0;1;1;1;1;0;0;0;0;0;0;3,333333333;4;3,416666667;87,80487805;5,548164531
715;AZUCAR;8;10/2/2022;10;2;2;2022;4;36;1;1;0;1;1;1;0;0;0;0;0;0;3,333333333;3,5;3,166666667;126,3157895;4,8308253
716;AZUCAR;8;12/2/2022;12;2;2;2022;4;64;1;1;0;1;1;1;0;0;0;0;0;0;3,666666667;3,5;3,416666667;117,0731707;4,66466024
727;AZUCAR;8;13/2/2022;13;2;2;2022;3;46;1;1;0;1;1;1;0;0;0;0;0;0;3,666666667;3,333333333;3,583333333;83,72093023;4,331728192
717;AZUCAR;8;15/2/2022;15;2;2;2022;4;41;1;1;0;1;1;1;0;0;0;0;0;0;3,666666667;3,5;3,75;106,6666667;4,265382553
718;AZUCAR;8;16/2/2022;16;2;2;2022;4;27;2;0;1;1;1;1;0;0;0;0;0;0;3,666666667;3,666666667;3,833333333;104,3478261;4,212306043
702;AZUCAR;8;17/2/2022;17;2;2;2022;7;23;2;0;1;1;1;1;0;0;0;0;0;0;5;4,333333333;4;175;4,769844834
728;AZUCAR;8;18/2/2022;18;2;2;2022;3;44;2;0;1;1;1;1;0;0;0;0;0;0;4,666666667;4,166666667;3,833333333;78,26086957;4,415875867
729;AZUCAR;8;18/2/2022;18;2;2;2022;3;44;1;1;0;1;1;1;0;0;0;0;0;0;4,333333333;4;3,75;80;4,132700694
705;AZUCAR;8;19/2/2022;19;2;2;2022;6;51;1;1;0;1;1;1;0;0;0;0;0;0;4;4,5;3,916666667;153,1914894;4,506160555
720;AZUCAR;8;20/2/2022;20;2;2;2022;4;19;2;0;1;1;1;1;0;0;0;0;0;0;4,333333333;4,5;4;100;4,404928444
700;AZUCAR;8;21/2/2022;21;2;2;2022;8;50;1;1;0;1;1;1;0;0;0;0;0;0;6;5,166666667;4,416666667;181,1320755;5,123942755
701;AZUCAR;8;22/2/2022;22;2;2;2022;8;38;2;0;1;1;1;1;0;0;0;0;0;0;6,666666667;5,333333333;4,833333333;165,5172414;5,699154204
742;AZUCAR;8;24/2/2022;24;2;2;2022;2;60;1;1;0;1;1;1;0;0;0;0;0;0;6;5,166666667;4,666666667;42,85714286;4,959323363
706;AZUCAR;8;25/2/2022;25;2;2;2022;6;30;1;1;0;1;1;1;0;0;0;0;0;0;4,666666667;5,666666667;5,083333333;118,0327869;5,333966953
707;AZUCAR;8;25/2/2022;25;2;2;2022;6;30;2;0;1;1;1;1;0;0;0;0;0;0;5,333333333;5,666666667;4,833333333;124,137931;5,167458691
703;AZUCAR;8;27/2/2022;27;2;2;2022;7;63;1;1;0;1;1;1;0;0;0;0;0;0;6,333333333;6,166666667;5,333333333;131,25;5,667173562
704;AZUCAR;8;27/2/2022;27;2;2;2022;7;63;1;1;0;1;1;1;0;0;0;0;0;0;6,666666667;6;5,583333333;125,3731343;5,93373885
1295;AZUCAR;8;3/3/2022;3;3;3;2022;2;23;2;0;1;0;0;0;0;0;0;1;0;0;5,333333333;5;5,166666667;10,30042918;21,93209446
1296;AZUCAR;8;3/3/2022;3;3;3;2022;2;23;1;1;0;0;0;0;0;0;0;1;0;0;3,666666667;5;5,083333333;10,34482759;17,94567557
1297;AZUCAR;8;4/3/2022;4;3;3;2022;2;56;1;1;0;0;0;0;0;0;0;1;0;0;2;4,333333333;5;10,38961039;14,75654046
1283;AZUCAR;8;5/3/2022;5;3;3;2022;3;31;2;0;1;0;0;0;0;0;0;1;0;0;2,333333333;3,833333333;4,75;15,78947368;12,40523236
1286;AZUCAR;8;8/3/2022;8;3;3;2022;3;44;2;0;1;0;0;0;0;0;0;1;0;0;2,666666667;3,166666667;4,666666667;16;10,52418589
1272;AZUCAR;8;10/3/2022;10;3;3;2022;4;36;2;0;1;0;0;0;0;0;0;1;0;0;3,333333333;2,666666667;4,333333333;21,33333333;9,219348713
1287;AZUCAR;8;11/3/2022;11;3;3;2022;3;62;1;1;0;0;0;0;0;0;0;1;0;0;3,333333333;3;4;19,2513369;6,980383176
1288;AZUCAR;8;11/3/2022;11;3;3;2022;3;62;1;1;0;0;0;0;0;0;0;1;0;0;3,333333333;2,833333333;3,916666667;18,55670103;7,97547897
1275;AZUCAR;8;12/3/2022;12;3;3;2022;4;64;1;1;0;0;0;0;0;0;0;1;0;0;3,333333333;3,333333333;3,833333333;36,09022556;6,384306541
1290;AZUCAR;8;13/3/2022;13;3;3;2022;3;46;2;0;1;0;0;0;0;0;0;1;0;0;3,333333333;3,333333333;3,583333333;37,11340206;5,707445233
1265;AZUCAR;8;14/3/2022;14;3;3;2022;5;21;1;1;0;0;0;0;0;0;0;1;0;0;4,333333333;3,833333333;3,25;153,8461538;5,452764949
1266;AZUCAR;8;14/3/2022;14;3;3;2022;5;21;1;1;0;0;0;0;0;0;0;1;0;0;4;3,666666667;3,416666667;101,6949153;5,565956186
1276;AZUCAR;8;15/3/2022;15;3;3;2022;4;41;2;0;1;0;0;0;0;0;0;1;0;0;4,666666667;4;3,416666667;117,0731707;5,162211959
1277;AZUCAR;8;16/3/2022;16;3;3;2022;4;27;1;1;0;0;0;0;0;0;0;1;0;0;4,333333333;4,166666667;3,583333333;111,627907;4,929769567
1259;AZUCAR;8;17/3/2022;17;3;3;2022;7;23;1;1;0;0;0;0;0;0;0;1;0;0;5;4,666666667;4;175;5,343815654
1260;AZUCAR;8;19/3/2022;19;3;3;2022;6;51;1;1;0;0;0;0;0;0;0;1;0;0;5,666666667;5,166666667;4,25;141,1764706;5,475052523
1279;AZUCAR;8;20/3/2022;20;3;3;2022;4;19;1;1;0;0;0;0;0;0;0;1;0;0;5,666666667;5;4,333333333;92,30769231;5,180042018
1257;AZUCAR;8;21/3/2022;21;3;3;2022;8;50;1;1;0;0;0;0;0;0;0;1;0;0;6;5,5;4,666666667;171,4285714;5,744033615
1258;AZUCAR;8;22/3/2022;22;3;3;2022;8;38;1;1;0;0;0;0;0;0;0;1;0;0;6,666666667;6,166666667;5,083333333;157,3770492;6,195226892
1261;AZUCAR;8;23/3/2022;23;3;3;2022;6;45;1;1;0;0;0;0;0;0;0;1;0;0;7,333333333;6,5;5,333333333;112,5;6,156181513
1262;AZUCAR;8;23/3/2022;23;3;3;2022;6;45;2;0;1;0;0;0;0;0;0;1;0;0;6,666666667;6,333333333;5,5;109,0909091;6,124945211
1304;AZUCAR;8;24/3/2022;24;3;3;2022;2;60;2;0;1;0;0;0;0;0;0;1;0;0;4,666666667;5,666666667;5,416666667;36,92307692;5,299956169
1268;AZUCAR;8;26/3/2022;26;3;3;2022;5;49;2;0;1;0;0;0;0;0;0;1;0;0;4;5,333333333;5,416666667;92,30769231;5,191971948
